clinic_id,clinic_name,location_address,phone,website
1739_1,The Sleep Center At White Plains Hospital,"101 East Post Road, White Plains, NY 16001",914-681-2626,https://www.wphospital.org/services/sleep-center/
1743_1,Whitney Sleep Center,"2412 East 117th Street, Burnsville, MN 55337",952-431-5011,https://whitneysleepcenter.com/
1743_2,Whitney Sleep Center,"2700 Campus Drive, Suite 100, Plymouth, MN 55441",763-519-0634,http://www.whitneysleepcenter.com/
1746_1,The Center of Sleep Medicine at NewYork- Presbyterian/ Hudson Valley Hospital,"1980 Crompond Road, Cortlandt Manor, NY 10567",N/A,https://www.nyp.org/hudsonvalley?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTMwODAyMjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
1747_1,The Sleep Center at Greenwich Hospital,"5 Perryridge Road, Greenwich, CT 6830",N/A,https://www.greenwichhospital.org/
1753_1,Ghaly Sleep Center,"6713 Collamer Road, East Syracuse, NY 13057",315-463-0421,https://www.ghalysleepcenter.com/
1754_1,Noran Neurology Sleep Center,"11091 Ulysses Street NE, Suite 100, Blaine, MN 55434",612-879-1000,http://www.noranclinic.com/contact-us/blaine
1754_2,Noran Neurology Sleep Center,"France Place, 3601 Minnesota Drive, Suite 200, Bloomington, MN 55435",612-879-1000,https://www.noranclinic.com/
1755_1,North Memorial Sleep Health Center,"13800 83rd Way North Suite 102, Maple Grove, MN 55369",N/A,https://northmemorial.com/specialty/sleep/
1756_1,M Health Fairview Sleep Center Brooklyn Park,"10000 Zane Avenue N 202, Brooklyn Park, MN 55443",N/A,http://www.fairview.org/
1759_1,NYU Langone Huntington Medical Group,"789 Park Avenue, 2nd Floor, Huntington, NY, 11743",631-425-3880,https://nyulangone.org/locations/nyu-langone-huntington-medical-group-789-park-avenue
1759_2,NYU Langone Huntington Medical Group,"2171 Jericho Turnpike, Suite 202, Commack, NY, 11725",631-499-8181,https://nyulangone.org/locations/nyu-langone-huntington-medical-group-commack?cid=syn_yext&y_entity_id=1080&y_source=1_MTU4MDkwNTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
1760_1,Restore Sleep Center,"11855 Ulysses Street NE Suite 200, Blaine, MN 55434",763-576-9068,https://www.lhssleep.com/
1764_1,A.O. Fox Memorial Hospital,"4 Terrace Heights, New Berlin, NY 13411",607-847-7000,https://www.goodshepherdcommunities.org/communities/chase-memorial-nursing-home-rehab/#about
1764_2,A.O. Fox Memorial Hospital,"438 Main Street, Oneonta, NY 13820",607-432-2000,https://www.bassett.org/locations/ao-fox-hospital
1764_3,A.O. Fox Memorial Hospital,"1 Foxcare Drive, Oneonta, NY 13820",N/A,https://www.bassett.org/locations/ao-fox-hospital
1764_4,A.O. Fox Memorial Hospital,"4 Decautur Street, Worcester, NY 12197",N/A,N/A
1764_5,A.O. Fox Memorial Hospital,"19 Eaton Avenue, Norwich, NY 13815",N/A,https://www.bassett.org/locations/ao-fox-hospital
1764_6,A.O. Fox Memorial Hospital,"32-34 Main Street, Stamford, NY 12167",N/A,N/A
1764_7,A.O. Fox Memorial Hospital,"31 Main Street, Otego, NY 13825",607-432-2000,https://www.bassett.org/locations/ao-fox-hospital
1764_8,A.O. Fox Memorial Hospital,"20 Ford Avenue, Oneonta, NY 13820",607-432-2000,https://www.bassett.org/locations/ao-fox-hospital
1764_9,A.O. Fox Memorial Hospital,"739 NYS Rt 28 Suite 9, Oneonta, NY 13820",607-432-2000,https://www.bassett.org/locations/ao-fox-hospital
1765_1,St. Croix Regional Sleep Center,"205 Oak Street West, Frederic, WI 54837",N/A,https://www.saintcroixhealth.org/our-locations/community-clinics/frederic-clinic/
1765_2,St. Croix Regional Sleep Center,"1504 190th Avenue, Balsam Lake, WI 54810",715-825-3278,https://www.saintcroixhealth.org/our-locations/community-clinics/unity-clinic/
1765_3,St. Croix Regional Sleep Center,"26425 Lakeland Avenue South, Webster, WI 54893",715-866-4271,https://www.saintcroixhealth.org/our-locations/community-clinics/webster-health-center/
1765_4,St. Croix Regional Sleep Center,"12375 LindstrÃ�m Lane, LindstrÃ�m, MN 55045",651-400-2240,https://www.saintcroixhealth.org/our-locations/community-clinics/lindstrom-clinic/
1765_6,St. Croix Regional Sleep Center,"216 South Adams Street, St. Croix Falls, WI 54024",N/A,https://www.saintcroixhealth.org/our-locations/st-croix-health-main-campus/st-croix-falls-clinic/
1765_7,St. Croix Regional Sleep Center,"201 Oak Street West, Frederic, WI 54837",N/A,https://www.saintcroixhealth.org/our-locations/community-clinics/frederic-clinic/
1767_1,Center for Sleep Medicine At Vassar Brothers Medical Center,"200 Westage Business Center Drive Suite 234, Fishkill, NY 12524",N/A,https://patients.healthquest.org/locations/vassar-brothers-medical-mall/?y_source=1_MTEyNjg2ODEtNzE1LWxvY2F0aW9uLndlYnNpdGU=
1768_1,Centers for sleep Medicine at Norwalk Hospital,"40 Cross Street, Norwalk, CT, 06851",N/A,https://www.nuvancehealth.org/locations/center-for-sleep-medicine-norwalk
1768_2,Centers for sleep Medicine at Norwalk Hospital,"30 Stevens Street, Norwalk, CT, 06586",N/A,https://www.nuvancehealth.org/locations/center-for-sleep-medicine-norwalk
1768_3,Centers for sleep Medicine at Norwalk Hospital,"520 West Avenue, Norwalk, CT, 06850",N/A,https://www.nuvancehealth.org/locations/center-for-sleep-medicine-norwalk
1769_1,SBUH Sleep Disorders Center,"240 Middle Country Road, Suite A, Smithtown, NY 11787",N/A,http://www.stonybrookmedicine.edu/
1770_1,Center for Sleep Medicine at Putnam Hospital,"664 Stoneleigh Avenue, Building 660, Carmel, NY 10512",N/A,http://www.healthquest.org/brain-spine/sleep-disorders.aspx
1771_1,Sleep Disorders Center of Connecticut,"83 East Avenue, Suite 300, Norwalk, CT 06851",N/A,https://www.sleepct.com/
1772_1,Oneida Healthcare Sleep Center,"600 Seneca Street Suite 2, Oneida, NY 13421",315-363-4419,https://www.oneidahealth.org/sleep-center/
1772_2,Oneida Healthcare Sleep Center,"600 Seneca Street, Suite 3, Oneida, NY 13421",315-363-4419,https://www.oneidahealth.org/sleep-center/
1776_2,New York Pulmonary Consultants Port Jefferson Station,"1500 Route 112, Building 2, Suite B, Port Jefferson Station, NY 11776",631-978-7633,https://www.stonybrookmedicine.edu/newyork-pulmonary-consultants?y_source=1_OTgxODY1NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
1778_1,Mather Hospital Northwell Health,"625 Belle Terre Road, Port Jefferson, NY 11777",N/A,https://www.matherhospital.org/
1779_1,St. Charles Sleep Disorders Center,"200 Belle Terre Road, Port Jefferson, NY 11777",N/A,https://www.catholichealthli.org/st-charles-hospital?utm_medium=yext&utm_source=gmb
1780_2,Mather Hospital Sleep Disorders Center,"75 North Country Road, Port Jefferson, NY 11777",631-476-2721,https://www.mathermedicalgroup.org/locations/mather-pulmonary-and-sleep-associates-sleep-center/?utm_source=organic&utm_medium=googlebusiness
1787_1,Center for Sleep Medicine At Northern Dutchess Hospital,"6511 Springbrook Avenue, Rhinebeck, NY 12572",845-838-8160,https://www.nuvancehealth.org/locations/center-for-sleep-medicine-at-northern-dutchess-hospital?utm_source=google&utm_medium=organic&utm_campaign=Yext&y_source=1_OTg2OTQyMDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
1788_1,Center for Sleep Medicine at Bridgeport Hospital,"267 Grant Street, Bridgeport, CT 6610",N/A,https://www.bridgeporthospital.org/
1789_1,Cambridge Sleep Services,"701 S Dellwood Street, Cambridge, MN 55008",N/A,https://account.allinahealth.org/locations/1885?utm_source=gmb&utm_medium=organic&utm_content=web-url&utm_campaign=gmb_website&utm_term=Cambridge-Medical-Center-Sleep-Center
1790_1,MVHS Sleep Disorders Center,"2209 Genesee St College of Nursing Building, 4th Floor, Utica, NY 13501",315-801-3484,https://www.mvhealthsystem.org/sleep/
1793_2,Sleep Disorders Lab of Central New York,"1450 Champlin Avenue, Utica, New York 13502",315-624-9004,http://sleepdisorderslab.com/
1794_1,Great Plains Health Sleep Medicine Center,"601 West Leota, North Platte, NE 69101",N/A,https://www.gphealth.org/services/sleep-medicine/
1795_1,Rome Memorial Hospital Sleep Disorders Center,"1500 N. James Street, Rome, NY 13440",315-338-7242,https://www.romehealth.org/sleep-center-near-rome-ny/
1796_1,Sleep Disorders Center of Connecticut,"174 Cherry Street, Milford, CT 06460",203-301-4349,http://sleepct.com/
1799_1,Cobleskill Regional Hospital,"178 Grandview Drive, Cobleskill, NY 12043",518-254-3456,https://www.bassett.org/locations/cobleskill-regional-hospital
1800_1,Yale New Haven Children's Hospital Pediatric Sleep Disorders Center,"1 Park St- SP 7-440, New Haven, CT 6511",N/A,https://www.ynhh.org/childrens-hospital.aspx
1801_1,My Michigan Sleep Disorders Center Sault,"550 Osborn Boulevard, Sault Suite Marie, MI 49783",N/A,N/A
1803_1,Hamden Sleep Disorders Center LLC,"2447 Whitney Avenue, Suite 202, Hamden, CT 06518",203-288-8300,http://www.sleepct.com/
1804_2,Yale-New Haven Hospital Sleep Medicine Center-North Haven,"80 Gaylord Farm Road, Wallingford, CT 06492",N/A,N/A
1806_1,St Cloud Hospital Sleep Center,"1586 County Road 134, St Cloud, MN 56303",320-251-0726,https://www.centracare.com/locations/profile/st-cloud-sleep-center/
1807_2,Hungerford Regional Sleep Laboratory,"1151 E Main Street, Suite D, Torrington, CT 06790-3983",860-738-6620,https://charlottehungerford.org/services/sleep-center
1810_1,Schenectady Pulmonary and Critical Care Sleep Disorders Center,"116 Polar Plaza Rte 30, Amsterdam, NY 12010",N/A,http://www.spcca.com/
1811_1,Nathan Littauer Hospital Sleep Disorders Center,"99 East State Street, Gloversville, NY 12078",518-775-4000,N/A
1812_1,St Peter's Sleep Center,"1 Pine West Plaza, Washington Avenue Extension, Albany, NY 12205",518-464-9999,https://www.sphp.com/location/st-peters-sleep-center
1815_1,Connecticut Children's Sleep Center,"505 Farmington Avenue, Farmington, CT 06032",N/A,https://www.connecticutchildrens.org/about-us/locations/505-farmington-specialty-care/
1815_2,Connecticut Children's Sleep Center,"282 Washington Street, Hartford, CT 06106",N/A,https://www.connecticutchildrens.org/about-us/locations/connecticut-childrens-medical-center/
1815_3,Connecticut Children's Sleep Center,"676 Hebron Avenue, Glastonbury, CT 06033",860-545-9000,https://www.connecticutchildrens.org/about-us/locations/glastonbury-sleep-center/
1816_1,Albany Med Sleep Clinic,"47 New Scotland Avenue, Albany, NY 12208",N/A,http://www.amc.edu/
1816_2,Albany Med Sleep Clinic,"1365 Washington Avenue 200, Albany, NY 12206",518-264-1761,https://www.albanymed.org/location/the-sleep-center-washington-ave/
1817_1,Schenectady Pulmonary and Critical Care Associates Sleep Disorder Center,"124 Rosa Road Suite 382, Schenectady, NY 12308",N/A,http://www.spcca.com/
1818_1,Prime HealthCare Sleep Center,"61 South Main Street, Suite 312, West Hartford, CT 6107",N/A,https://www.primehc.com/
1819_1,Tech Valley Sleep Center,"2125 River Road, Suite 203, Niskayuna, NY 12309",518-831-8540,https://sleepcenter.communitycare.com/
1822_1,St. Peter's Sleep Center,"1300 Massachusetts Avenue 6th Floor, Troy, NY 12180",518-268-6280,http://st-marys-hospital-troy.jany.io/
1823_1,Berkshire Sleep Disorders Center,"165 Tor Court, Pittsfield, MA 1201",413-447-2701,https://www.berkshirehealthsystems.org/location/bmc-sleep-disorders-center/
1824_1,ECHN Sleep Disorders Center,"71 Haynes Street, Manchester, CT 06040-4131",860-647-6881,https://www.echn.org/services/sleep-disorders/
1828_1,Saratoga Hospital Center for Sleep Disorders,"211 Church Street, Saratoga Springs, NY 12866",N/A,https://www.saratogahospital.org/locations-directions/saratoga-hospital-medical-group-specialty-offices/saratoga-hospital-center-for-sleep-disorders?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link
1828_2,Saratoga Hospital Center for Sleep Disorders,"19 West Avenue Suite 102, Saratoga Springs, NY 12866",N/A,https://www.saratogahospital.org/locations-directions/saratoga-hospital-medical-group-specialty-offices/saratoga-hospital-center-for-sleep-disorders?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link
1829_1,"Johnson Memorial Hospital, Sleep Center","151 Hazard Avenue Suite 9, Enfield, CT 6082",N/A,https://www.trinityhealthofne.org/location/johnson-memorial-hospital-cancer-center-enfield
1830_1,Aspirus Regional Sleep Disorders Center,"205 Osceola Street, Laurium, MI 49913",N/A,https://locations.aspirus.org/mi/laurium/205-osceola-street/primary-care-clinics
1831_1,Holyoke Medical Center Neurology and sleep,"100 Wason Avenue, Suite 360, Springfield, MA 01107",413-736-1500,https://www.holyokehealth.com/services/neurology-sleep/
1831_2,Holyoke Medical Center Neurology and sleep,"10 Hospital Drive, Suite 103, Holyoke, MA 01040",N/A,https://www.holyokehealth.com/services/neurology-sleep/
1836_2,Essentia Health Sleep Center,"1101 9th Street N, Virginia, Minnesota 55792",N/A,http://www.essentiahealth.org/find-facility/profile/essentia-health-virginia-clinic
1836_3,Essentia Health Sleep Center,"1542 Golf Course Road, Suite 203, Grand Rapids, Minnesota 55744",N/A,http://www.essentiahealth.org/find-facility/profile/essentia-health-grand-rapids-pharmacy
1838_1,Holyoke Medical Center Sleep Center,"575 Beech Street, Holyoke, MA 01040",N/A,http://www.holyokehealth.com/
1838_2,Holyoke Medical Center Sleep Center,"260 New Ludlow Road, Chicopee, MA 1020",413-736-1500,https://www.holyokehealth.com/services-specialities/neurology-sleep/
1839_1,"Cooley-Dickinson Medical Group Pulmonary, Allergy and Sleep Medicine","10 Main Street, 2nd Floor, Florence, MA 01062",413-582-2114,https://www.massgeneralbrigham.org/en/patient-care/services-and-specialties/locations/cooley-dickinson-medical-group-pulmonary-allergy-and-critical-care-medicine
1842_1,Essentia Health Sleep Center,"2024 S. Sixth Street, Brainerd, MN 56401",N/A,N/A
1847_1,Sleep Disorders Laboratory at South County Hospital,"3461 South County Trail, East Greenwich, RI 02818",N/A,https://www.southcountyhealth.org/services-care/allied-services/laboratory-services
1847_3,Sleep Disorders Laboratory at South County Hospital,"268 Post Road, Westerly, RI 02891",N/A,https://www.southcountyhealth.org/programs-services/medical-wellness-centers
1847_4,Sleep Disorders Laboratory at South County Hospital,"120 Centerville Road, Warwick, RI 02886",N/A,https://www.southcountyhealth.org/services-care/allied-services/laboratory-services
1847_5,Sleep Disorders Laboratory at South County Hospital,"100 Kenyon Avenue, Wakefield, RI 2879",401-782-8000,http://www.southcountyhealth.org/
1848_2,Kent Hospital Sleep Lab,"15 Health Lane, Warwick, RI 02886",401-736-3727,http://www.kentri.org/services/sleep-medicine/contact-us.cfm
1853_1,Brown Medicine Sleep Center,"900 Douglass Pike, 1st Floor, Smithfield, RI 02917",N/A,https://brownmed.org/internal-medicine-smithfield/
1853_2,Brown Medicine Sleep Center,"250 Centerville Road, Building E, Warwick, RI 02886",N/A,https://www.brownhealth.org/locations/coastal-medical/locations/adult-medicine/warwick-primary-care
1857_1,Epoch Sleep Centers,"6 Blackstone Valley Place, Building 7, Suite 707, Lincoln, RI 02865",401-541-9188,http://www.epochsc.com/
1860_1,Rocky Mountain Sleep Resources LLC,"1306 Fortino Boulevard 110, Pueblo, CO 81008",719-546-1000,http://rmsrsleep.com/
1863_1,PrimaCare Sleep Center,"67 Slade's Ferry Boulevard, Somerset, MA 2726",508-675-7090,http://www.prima-care.com/services/sleep_center.html
1866_1,Center for Sleep Disorders,"160 Allen Street, Rutland, VT 5701",N/A,https://www.rrmc.org/locations/profile/center-for-sleep-disorders/
1872_1,Beth Israel Deaconess Hospital Needham Sleep Center,"148 Chestnut Street, Needham, MA 02492",781-453-3000,http://bidneedham.org/
1872_2,Beth Israel Deaconess Hospital Needham Sleep Center,"199 Reedsdale Road, Suite 103, Milton, MA 02186",N/A,https://bidmilton.org/
1873_1,UCH-MHS Sleep Disorders Center,"4110 Briargate Parkway 445, Colorado Springs, CO 80920",N/A,https://www.uchealth.org/locations/uchealth-sleep-disorders-center-memorial-hospital-north/
1874_1,Optum Sleep Center,"1625 Medical Center Point 290, Colorado Springs, CO 80907",719-866-6627,https://www.optum.com/locations-nav/locations/co/optum-sleep-center-1625-medical-center-pt-ste-290-colorado-springs-co-80907/DMC75818894.html
1882_1,The Sleep Spot- Colorado Springs,"3500 Comanche Road NE, Building C, Albuquerque, NM 87107",505-998-7200,https://thesleepspot.com/
1886_1,Beth Israel Deaconess Medical Center,"330 Brookline Avenue, Boston, MA 2215",N/A,https://www.bidmc.org/
1887_1,Physician Diagnostics Sleep Program,"541 Main Street, Suite 314, South Weymouth, MA 2190",N/A,https://www.southshoresleep.com/
1888_1,South Shore Hospital Sleep Center,"55 Fogg Road Center 1, South Weymouth, MA 02190",781-624-8068,https://www.southshorehealth.org/services-care/sleep-medicine
1889_1,"Bernard J Durante, MD PC DBA Plymouth Ears, Nose and Throat (Weymouth)","1 County Road, Bourne, MA 02532",508-759-0916,N/A
1890_3,Boston Medical Center Sleep Disorders Center,"801 Massachusetts Avenue, 6th Floor, Boston, MA 02119",N/A,https://www.bidmc.org/centers-and-departments/neurology/programs-and-services/sleep-disorders-clinic
1893_1,Lahey Clinic Sleep Disorders Center,"41 Mall Road, Burlington, MA 01805",N/A,https://www.lahey.org/
1893_2,Lahey Clinic Sleep Disorders Center,"One Essex Center Drive, Peabody, MA 01960",N/A,https://www.lahey.org/location/lahey-medical-center-peabody/
1900_1,Christus St. Vincent Regional Sleep Center,"440 Street Michaels Drive Suite 150 150, Santa Fe, NM 87505",505-913-5363,https://www.christushealth.org/locations/st-vincent-sleep-center?utm_source=GBP&utm_medium=organic&utm_campaign=GBP-listing
1902_1,Alice Peck Day Sleep Disorders Center,"10 Alice Peck Day Drive, Lebanon, NH 03766",N/A,http://www.alicepeckday.org/
1907_1,UVMMC Sleep Clinic,"1 South Prospect Street, Burlington, VT 05401",802-847-5338,https://www.uvmhealth.org/locations/sleep-program-university-of-vermont-medical-center
1908_1,"Bernard J Durante, MD DBA Plymouth Ears, Nose and Throat","104 Park Street, Hyannis, MA, Hyannis, MA 2601",508-746-8977,https://plymouthent.com/
1909_1,Sleep Lab at Parkland Medical Center,"44 Birch Street, 303, Derry, NH 3038",N/A,http://parklandmedicalcenter.com/service/center-for-sleep-diagnostics
1911_2,Aurora Diagnostic Sleep Center,"1360 S. Potomac Street, Suite 100, Aurora, CO 80012",303-337-5575,N/A
1912_1,Lahey North Sleep Disorder Center,"41 Burlington Mall Road, Burlington, MA 01805",N/A,https://www.lahey.org/
1913_1,Salem Hospital Sleep Center,"81 Highland Avenue, Salem, MA 01970",N/A,https://www.massgeneralbrigham.org/en/patient-care/services-and-specialties/locations/salem-hospital
1915_1,"Children's Hospital Colorado, Sleep Center","13123 E. 16th Avenue B370, Aurora, CO 80045",N/A,https://www.childrenscolorado.org/locations/anschutz-medical-campus-aurora/
1919_1,National Jewish Health Sleep Center,"1375 E. 19th Avenue, Denver, Colorado 80218",N/A,https://www.nationaljewish.org/treatment-programs/directory/sleep-center?utm_source=gmb&utm_medium=yext&utm_id=sleep&y_source=1_MTIyNzk2OTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
1921_2,North Dakota Center for Sleep,"2035 Harding Street, Suite 200, Hollywood, FL 33020",855-723-4806,http://join.sleepgroupsolutions.com/?utm_campaign=gmb
1923_1,Essentia Health Sleep Medicine Center,"3000 32nd Avenue S, Fargo, North Dakota 58103",N/A,http://essentiahealth.org/ndAvenueClinic/Smoking-Cessation.aspx
1923_2,Essentia Health Sleep Medicine Center,"3362 35th Avenue South, Fargo, North Dakota 58104",N/A,http://essentiahealth.org/ndAvenueClinic/Smoking-Cessation.aspx
1923_3,Essentia Health Sleep Medicine Center,"1702 South University Drive, Fargo, ND 58103",N/A,https://www.sanfordhealth.org/locations/sanford-2801-medical-building/?yxt_info=healthcare-facility-Sanford396&y_source=1_MTA2MTkxNTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
1928_2,Sonno Sleep Center East,"1440 George Dieter, El Paso, TX 79936",915-533-8499,http://www.sonnosleepcenter.com/
1929_1,Fatigue and Sleep Remedies,"300 E. Boardwalk Drive Building 4, Suite A, Fort Collins, CO 80525",970-286-2489,http://fatigueandsleepremedies.com/
1929_2,Fatigue and Sleep Remedies,"3211 W. 20th Street Suite B, Greeley, CO 80634",970-356-0004,http://fatigueandsleepremedies.com/
1934_1,Northwestern Sleep Center,"133 Fairfield Street, Saint Albans, Vt 5478",802-752-1502,https://www.northwesternmedicalcenter.org/services/sleep-center/
1935_1,Speare Memorial Hospital Sleep Lab,"16 Hospital Road, Plymouth, NH 3264",603-536-1120,https://spearehospital.com/
1936_1,Sleep Evaluation Center,"14 Maple Street, Suite 200, Gilford, NH 3249",603-737-6755,N/A
1937_1,Sonno Sleep Center Northeast,"2311 North Mesa Building E, El Paso, TX 79902",N/A,http://www.sonnosleepcenter.com/
1938_1,Presbyterian Sleep Medicine Center,"8300 Constitution Avenue NE, Albuquerque, NM 87110",505-291-2700,https://www.phs.org/doctors-services/sleep-medicine/kaseman?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_pKh_sleepmedicine__171
1942_1,Maimonides Sleep Arts & Sciences DBA The Sleep Spot � Maimonides,"5040 Corporate Plaza Drive, Suite 4, Colorado Springs, CO 80919",719-838-6500,https://thesleepspot.com/
1946_4,UNMH Sleep Disorders Center,"900 Camino de Salud, Albuquerque, NM 87131",N/A,https://unmhealth.org/services/sleep-medicine.html
1946_5,UNMH Sleep Disorders Center,"1101 Medical Arts Avenue NE Building 2, Albuquerque, NM 87102",505-272-6110,https://unmhealth.org/services/sleep-medicine.html
1947_1,Sleep Diagnostic Center,"330 Borthwick Avenue 206, Portsmouth, NH 3801",N/A,https://www.dartmouth-hitchcock.org/sleep-services
1949_1,"The Sleep Doctor, PLLC DBA Biorhythms by Dr Omavi","6960 Pitt Street, El Paso, TX 79912",N/A,https://www.biorhythms.com/
1959_1,Fatigue and Sleep Remedies,"3211 20th Street Suite B, Greeley, CO 80634",970-356-0004,http://fatigueandsleepremedies.com/
1961_1,Sleep Lab of Las Cruces,"2437 S. Telshor Boulevard, LAS CRUCES, NM 88011",575-522-2777,http://www.sleeplc.com/
1970_1,RiverView Health Sleep Lab,"323 S. Minnesota Street, Crookston, MN 56716",N/A,http://www.riverviewhealth.org/
1973_1,The Maine Sleep Center at Chest Medicine Associates,"100 Foden Road, West Building, Suite 103, South Portland, ME 04106",207-828-1122,http://www.cmamaine.com/
1974_1,MaineHealth Sleep Medicine Sleep Lab Portland,"930 Congress Street, Portland, ME 04102",207-662-4535,https://www.mainehealth.org/locations/mainehealth-sleep-medicine-portland
1978_1,Altru Pulmonary and Sleep Clinic,"23076 347th Street  SE, Erskine, MN, 56535",218-687-5317,https://www.altru.org/our-locations/altru-clinic-erskine
1978_2,Altru Pulmonary and Sleep Clinic,"4350 South Washington Street, Suite 112, Grand Forks, ND, 58201",N/A,https://www.altru.org/our-locations/altru-sleep-center
1978_3,Altru Pulmonary and Sleep Clinic,"1200 South Columbia Road, Grand Forks, ND 58201",N/A,https://www.altru.org/our-locations/altru-sleep-center
1978_4,Altru Pulmonary and Sleep Clinic,"1001 7th Street  NE, Devils Lake, ND, 58301",N/A,https://www.altru.org/our-locations/altru-clinic-devils-lake
1978_5,Altru Pulmonary and Sleep Clinic,"607 DeMers Avenue, East Grand Forks, MN, 56721",N/A,https://www.altru.org/our-locations/altru-clinic-east-grand-forks
1978_6,Altru Pulmonary and Sleep Clinic,"1845 Highway 59 S. Suite 800, Thief River Falls, MN, 56701",N/A,https://www.altru.org/our-locations/altru-clinic-thief-river-falls
1978_7,Altru Pulmonary and Sleep Clinic,"400 S. Minnesota Street, Crookston, MN, 56716",218-281-9100,https://www.altru.org/our-locations/altru-clinic-crookston
1979_1,Central Maine Sleep Center,"300 Main Street, Lewiston, ME 04240",207-795-7522,https://www.cmhc.org/location/central-maine-sleep-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link
1979_2,Central Maine Sleep Center,"17 High Street, Lewiston, ME 04240",207-795-7522,https://www.cmhc.org/location/central-maine-sleep-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link
1979_3,Central Maine Sleep Center,"26 Bolster Street, Auburn, ME 04210",N/A,https://www.cmhc.org/location/central-maine-sleep-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link
1979_4,Central Maine Sleep Center,"23 Bowdoin Street, Manchester, ME 04351",N/A,https://www.cmhc.org/location/central-maine-sleep-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link
1979_5,Central Maine Sleep Center,"105 Topsham Fair Mall Road, Topsham, ME 04086",N/A,https://www.cmhc.org/location/central-maine-sleep-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link
1979_6,Central Maine Sleep Center,"60 High Street Lower Level, Lewiston, ME 4240",207-795-7522,https://www.cmhc.org/location/central-maine-sleep-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link
1980_2,Sleep Disorders Center,"15 Gracelawn Road 203, Auburn, ME 4210",207-330-3930,http://www.stmarysmaine.com/departments-services/sleep-disorders/sleep-disorders
1981_1,MaineHealth Pulmonology Critical Care Sleep Medicine Sleep Lab Brunswick,"123 Medical Center Drive, Brunswick, ME 04011",207-373-6490,https://www.midcoasthealth.com/mcmg/specialty-care/pulmonology-critical-care-and-sleep-medicine/
1981_2,MaineHealth Pulmonology Critical Care Sleep Medicine Sleep Lab Brunswick,"121 Medical Center Drive 3500, Brunswick, ME 4011",207-373-6490,https://www.midcoasthealth.com/mcmg/specialty-care/pulmonology-critical-care-and-sleep-medicine/
1983_2,Monument Health Sleep Center Spearfish,"1440 North Main Street, Spearfish, SD 57783",N/A,https://directory.monument.health/facility/sd/spearfish/1440-n-main-street-6671504
1985_1,Gila Regional Medical Center Sleep Lab,"1313 E. 32nd Street, Silver City, NM 88061",575-538-4000,http://www.grmc.org/
1987_1,Southwest Health System Sleep Center,"1311-A North Mildred Road, Cortez, CO 81321",970-564-2678,https://www.swhealth.org/locations/southwest-medical-group-map/
1987_2,Southwest Health System Sleep Center,"111 Railroad Avenue, Mancos, CO 81328",970-533-9125,https://www.swhealth.org/locations/smg-mancos-valley-clinic-map/
1987_3,Southwest Health System Sleep Center,"1413 North Mildred Road, Cortez, CO 81321",970-564-2678,https://www.swhealth.org/locations/southwest-medical-group-map/
1987_4,Southwest Health System Sleep Center,"1093-1094 Cottonwood Street, Cortez, CO 81321",N/A,https://www.swhealth.org/locations/southwest-medical-group-map/
1987_6,Southwest Health System Sleep Center,"418 South Sligo, Cortez, CO 81321",N/A,https://www.swhealth.org/locations/southwest-medical-group-map/
1991_1,EMMC Sleep Diagnostics,"489 State Street, Bangor, ME 04401",N/A,https://northernlighthealth.org/Our-System/Eastern-Maine-Medical-Center/Locations/Sleep-Diagnostics
1991_2,EMMC Sleep Diagnostics,"290 State Street, Bangor, ME 4401",207-973-5892,https://northernlighthealth.org/Our-System/Eastern-Maine-Medical-Center/Locations/Sleep-Diagnostics
1992_1,Blue Mountain Sleep Disorders Center,"802 South 200 West, Blanding, UT 84511",435-678-3993,https://www.bmhutah.org/
1993_2,Bahram Nico MD,"2305 37th Avenue SW, Minot, ND 58701",N/A,http://www.trinityhealth.org/
1999_1,"Cochise Sleep Center, LLC","2700 E. Fry Boulevard, Building C, Suite 2, Sierra Vista, AZ 85650",520-439-8300,http://www.cochisesleepcenter.com/
2000_2,Ashley Regional Sleep Lab,"150 W 100 N, Suite S103, Vernal, UT 84078",N/A,https://www.ashleyregionalphysicians.com/our-practices/neurology?utm_source=GMBSocialClimb&utm_medium=AshleyRegionalNeurology
