clinic_id,clinic_name,location_address
1888_1,South Shore Hospital Sleep Center,"55 Fogg Road Center 1, South Weymouth, MA 02190"
1889_1,"Bernard J Durante, MD PC DBA Plymouth Ears, Nose and Throat (Weymouth)","1 County Road, Bourne, MA 02532"
1890_3,Boston Medical Center Sleep Disorders Center,"801 Massachusetts Avenue, 6th Floor, Boston, MA 02119"
1893_1,Lahey Clinic Sleep Disorders Center,"41 Mall Road, Burlington, MA 01805"
1893_2,Lahey Clinic Sleep Disorders Center,"One Essex Center Drive, Peabody, MA 01960"
1900_1,Christus St. Vincent Regional Sleep Center,"440 Street Michaels Drive Suite 150 150, Santa Fe, NM 87505"
1902_1,Alice Peck Day Sleep Disorders Center,"10 Alice Peck Day Drive, Lebanon, NH 03766"
1907_1,UVMMC Sleep Clinic,"1 South Prospect Street, Burlington, VT 05401"
1908_1,"Bernard J Durante, MD DBA Plymouth Ears, Nose and Throat","104 Park Street, Hyannis, MA, Hyannis, MA 2601"
1909_1,Sleep Lab at Parkland Medical Center,"44 Birch Street, 303, Derry, NH 3038"
1911_2,Aurora Diagnostic Sleep Center,"1360 S. Potomac Street, Suite 100, Aurora, CO 80012"
1912_1,Lahey North Sleep Disorder Center,"41 Burlington Mall Road, Burlington, MA 01805"
1913_1,Salem Hospital Sleep Center,"81 Highland Avenue, Salem, MA 01970"
1915_1,"Children's Hospital Colorado, Sleep Center","13123 E. 16th Avenue B370, Aurora, CO 80045"
1919_1,National Jewish Health Sleep Center,"1375 E. 19th Avenue, Denver, Colorado 80218"
1921_2,North Dakota Center for Sleep,"2035 Harding Street, Suite 200, Hollywood, FL 33020"
1923_1,Essentia Health Sleep Medicine Center,"3000 32nd Avenue S, Fargo, North Dakota 58103"
1923_2,Essentia Health Sleep Medicine Center,"3362 35th Avenue South, Fargo, North Dakota 58104"
1923_3,Essentia Health Sleep Medicine Center,"1702 South University Drive, Fargo, ND 58103"
1928_2,Sonno Sleep Center East,"1440 George Dieter, El Paso, TX 79936"
1929_1,Fatigue and Sleep Remedies,"300 E. Boardwalk Drive Building 4, Suite A, Fort Collins, CO 80525"
1929_2,Fatigue and Sleep Remedies,"3211 W. 20th Street Suite B, Greeley, CO 80634"
1934_1,Northwestern Sleep Center,"133 Fairfield Street, Saint Albans, Vt 5478"
1935_1,Speare Memorial Hospital Sleep Lab,"16 Hospital Road, Plymouth, NH 3264"
1936_1,Sleep Evaluation Center,"14 Maple Street, Suite 200, Gilford, NH 3249"
1937_1,Sonno Sleep Center Northeast,"2311 North Mesa Building E, El Paso, TX 79902"
1938_1,Presbyterian Sleep Medicine Center,"8300 Constitution Avenue NE, Albuquerque, NM 87110"
1942_1,Maimonides Sleep Arts & Sciences DBA The Sleep Spot – Maimonides,"5040 Corporate Plaza Drive, Suite 4, Colorado Springs, CO 80919"
1946_4,UNMH Sleep Disorders Center,"900 Camino de Salud, Albuquerque, NM 87131"
1946_5,UNMH Sleep Disorders Center,"1101 Medical Arts Avenue NE Building 2, Albuquerque, NM 87102"
1947_1,Sleep Diagnostic Center,"330 Borthwick Avenue 206, Portsmouth, NH 3801"
1949_1,"The Sleep Doctor, PLLC DBA Biorhythms by Dr Omavi","6960 Pitt Street, El Paso, TX 79912"
1959_1,Fatigue and Sleep Remedies,"3211 20th Street Suite B, Greeley, CO 80634"
1961_1,Sleep Lab of Las Cruces,"2437 S. Telshor Boulevard, LAS CRUCES, NM 88011"
1970_1,RiverView Health Sleep Lab,"323 S. Minnesota Street, Crookston, MN 56716"
1973_1,The Maine Sleep Center at Chest Medicine Associates,"100 Foden Road, West Building, Suite 103, South Portland, ME 04106"
1974_1,MaineHealth Sleep Medicine Sleep Lab Portland,"930 Congress Street, Portland, ME 04102"
1978_1,Altru Pulmonary and Sleep Clinic,"23076 347th Street  SE, Erskine, MN, 56535"
1978_2,Altru Pulmonary and Sleep Clinic,"4350 South Washington Street, Suite 112, Grand Forks, ND, 58201"
1978_3,Altru Pulmonary and Sleep Clinic,"1200 South Columbia Road, Grand Forks, ND 58201"
1978_4,Altru Pulmonary and Sleep Clinic,"1001 7th Street  NE, Devils Lake, ND, 58301"
1978_5,Altru Pulmonary and Sleep Clinic,"607 DeMers Avenue, East Grand Forks, MN, 56721"
1978_6,Altru Pulmonary and Sleep Clinic,"1845 Highway 59 S. Suite 800, Thief River Falls, MN, 56701"
1978_7,Altru Pulmonary and Sleep Clinic,"400 S. Minnesota Street, Crookston, MN, 56716"
1979_1,Central Maine Sleep Center,"300 Main Street, Lewiston, ME 04240"
1979_2,Central Maine Sleep Center,"17 High Street, Lewiston, ME 04240"
1979_3,Central Maine Sleep Center,"26 Bolster Street, Auburn, ME 04210"
1979_4,Central Maine Sleep Center,"23 Bowdoin Street, Manchester, ME 04351"
1979_5,Central Maine Sleep Center,"105 Topsham Fair Mall Road, Topsham, ME 04086"
1979_6,Central Maine Sleep Center,"60 High Street Lower Level, Lewiston, ME 4240"
1980_2,Sleep Disorders Center,"15 Gracelawn Road 203, Auburn, ME 4210"
1981_1,MaineHealth Pulmonology Critical Care Sleep Medicine Sleep Lab Brunswick,"123 Medical Center Drive, Brunswick, ME 04011"
1981_2,MaineHealth Pulmonology Critical Care Sleep Medicine Sleep Lab Brunswick,"121 Medical Center Drive 3500, Brunswick, ME 4011"
1983_2,Monument Health Sleep Center Spearfish,"1440 North Main Street, Spearfish, SD 57783"
1985_1,Gila Regional Medical Center Sleep Lab,"1313 E. 32nd Street, Silver City, NM 88061"
1987_1,Southwest Health System Sleep Center,"1311-A North Mildred Road, Cortez, CO 81321"
1987_2,Southwest Health System Sleep Center,"111 Railroad Avenue, Mancos, CO 81328"
1987_3,Southwest Health System Sleep Center,"1413 North Mildred Road, Cortez, CO 81321"
1987_4,Southwest Health System Sleep Center,"1093-1094 Cottonwood Street, Cortez, CO 81321"
1987_6,Southwest Health System Sleep Center,"418 South Sligo, Cortez, CO 81321"
1991_1,EMMC Sleep Diagnostics,"489 State Street, Bangor, ME 04401"
1991_2,EMMC Sleep Diagnostics,"290 State Street, Bangor, ME 4401"
1992_1,Blue Mountain Sleep Disorders Center,"802 South 200 West, Blanding, UT 84511"
1993_2,Bahram Nico MD,"2305 37th Avenue SW, Minot, ND 58701"
1999_1,"Cochise Sleep Center, LLC","2700 E. Fry Boulevard, Building C, Suite 2, Sierra Vista, AZ 85650"
2000_2,Ashley Regional Sleep Lab,"150 W 100 N, Suite S103, Vernal, UT 84078"
2000_3,Ashley Regional Sleep Lab,"75 North 200 West, Vernal, UT 84078"
2001_1,Memorial Hospital of Sweetwater County Sleep Lab,"1200 College Drive, Rock Springs, WY 82901"
2001_2,Memorial Hospital of Sweetwater County Sleep Lab,"1180 College Drive, Rock Springs, WY 82901"
2004_1,Valley Sleep Center - Tucson,"1790 East River Road, Suite 140, Tucson, AZ 85718"
2009_1,Valley Sleep Center - Mesa,"4555 East Inverness Avenue, Building Suite 3, Mesa, AZ 85206"
2009_2,Valley Sleep Center - Mesa,"P.O. Box 30388 Mesa, Arizona 85275-0388"
2010_1,Gilbert Respiratory Associates,"3491 S Mercy Road Suite 103, Gilbert, AZ 85297"
2011_1,"The Insomnia and Sleep Institute of Arizona, LLC","1530 E Williams Field Road, Suite 204, Gilbert, AZ 85295"
2012_2,Desert Pulmonary & Sleep Consultants,"2730 S. Val Vista Drive 155, Gilbert, AZ 85295"
2014_1,Valley Sleep Center - Scottsdale,"9767 N. 91st Street Building B, Suite 104, Scottsdale, AZ 85258"
2016_1,The Insomnia & Sleep Institute of Arizona,"8330 E Hartford Drive, Suite 100, Scottsdale, AZ 85255"
2019_1,Valley Sleep Center - Chandler,"1120 South Dobson Road, Building B, Suite 100, Chandler, AZ 85286"
2021_1,HonorHealth Sleep Health Center,"7301 E. 2nd Street Suite 102, Scottsdale, AZ 85251"
2024_1,Comprehensive Sleep Medicine Program,"1919 E. Thomas Road, Phoenix, AZ 85016"
2025_1,Frontier Neurosciences Sleep Lab,"702 Platinum Avenue, Cody, WY 82414"
2025_2,Frontier Neurosciences Sleep Lab,"1013 E. Boxelder Road Suite 210, Gillette, WY 82718"
2026_1,Banner University Medical Center Sleep Center,"755 Annex, E McDowell Road, Phoenix, AZ 85006"
2027_1,Billings Clinic Cody Sleep Disorders Center,"201 Yellowstone Avenue, Cody, WY 82414"
2029_1,Evanston Regional Hospital Sleep Center,"190 Arrowhead Drive, Evanston, WY 82930"
2032_1,Valley Sleep Center - Arrowhead,"6320 West Union Hills Drive, Building B, Suite 1000, Glendale, AZ 85308"
2034_1,Gunnison Valley Hospital Sleep Disorders Program,"64 East 100 North, Gunnison, Utah 84634"
2035_1,The Insomnia and Sleep Institute of Arizona,"9305 W Thomas Road, Suite 465, Phoenix, AZ 85037"
2036_1,Sleep Disorders Center of Prescott Valley,"1265 Gail Gardner Way, Suite B, Prescott, AZ 86305"
2036_2,Sleep Disorders Center of Prescott Valley,"7600 N. La Cholla Boulevard, Unit 110, Tucson, AZ 85741-4201"
2036_3,Sleep Disorders Center of Prescott Valley,"3259 N Windsong Drive, Prescott Valley, AZ 86314"
2037_1,"Valley Oximetry Inc, dba Valley Sleep Center","9767 North 91st Street, Building B, Suite 104, Scottsdale, AZ 85258"
2037_2,"Valley Oximetry Inc, dba Valley Sleep Center","13203 N. 103rd Avenue Ste, I-1B, Sun City, AZ 85351"
2037_3,"Valley Oximetry Inc, dba Valley Sleep Center","13203 N 103rd Avenue, Suite I-1B, Sun City, AZ 85351"
2038_1,Valley Sleep Center - Goodyear,"13481 W McDowell Road, 200, Goodyear, AZ 85395"
2041_2,Revere Health Sleep Disorders Center,"3650 North University Avenue 125, Provo, UT 84604"
2042_1,Advanced Sleep Solutions,"3768 N University Avenue 102, Provo, UT 84604"
2043_1,Billings Clinic Sleep Disorders Center,"801 N 29th Street, Billings, MT 59101-7000"
2044_1,Central Valley Medical Center Sleep Lab,"48 W 1500 N, Nephi, UT 84648"
2045_1,Intermountain Health St. Vincent Regional Hospital,"1233 N. 30th Street, Billings, MT 59101"
2048_1,Intermountain Sleep Disorders Center at Alta View Hospital,"9660 S 1300 E Suite 140, Sandy, UT 84094"
2049_1,Lone Peak Hospital Sleep Disorders Center,"11925 South State Street, Draper, UT 84020"
2050_1,Granger Medical Clinic P.C.,"5801 S. Fashion Boulevard 140, Murray, UT 84107"
2054_1,Intermountain Sleep Disorders Center at Riverton Hospital,"3741 West 12600 South, Riverton, UT 84065"
2055_1,Holy Cross Hospital - Jordan Valley Diagnostic Sleep Lab,"3580 W 9000 S, West Jordan, UT 84088"
2056_1,St. John's Sleep Disorders Center,"625 East Broadway, Jackson, WY 83001"
2057_1,Mountain View Sleep Center,"3665 S 8400 W Suite 110, Magna, UT 84044"
2057_2,Mountain View Sleep Center,"4133 West Pioneer Parkway Suite 100, West Valley City, UT 84120"
2060_1,Dr. Robert D Pearson MD,"1251 Northfield Road 200, Cedar City, UT 84721"
2061_1,Caribou Memorial Sleep Lab,"300 S 3rd W., Soda Springs, ID 83276"
2062_1,Intermountain St George Sleep Center,"652 S Medical Center Drive 310, St. George, UT 84790"
2066_1,Neurology & Sleep Specialists,"2325 Coronado Street, Idaho Falls, ID 83404"
2066_2,Neurology & Sleep Specialists,"404 N 2nd E, Rexburg, ID 83440"
2067_1,Idaho Center for Sleep,"2330 DeSoto Street, Idaho Falls, ID 83404"
2069_1,Central Montana Medical Center Sleep Lab,"408 Wendell Avenue, Lewistown, MT 59457"
2069_2,Central Montana Medical Center Sleep Lab,"311 W. Main, Lewistown, MT 59457"
2069_3,Central Montana Medical Center Sleep Lab,"3000 15th Avenue South, Great Falls, MT 59405"
2069_4,Central Montana Medical Center Sleep Lab,"2900 12th Avenue N., Suite 140W, Billings, MT 59101"
2069_5,Central Montana Medical Center Sleep Lab,"2800 11th Avenue South, Suite 14, Great Falls, MT 59405"
2069_6,Central Montana Medical Center Sleep Lab,"2800 10th Avenue N.; PO Box 37000, Billings, MT 59107"
2072_3,"Somnos, Mayaguez","349 Avenue Hostos, Medical Emporium Building, Mayaguez, PR 00680"
2074_1,Mesa View Regional Hospital Sleep Disorders Program,"1299 Bertha Howe Avenue, Mesquite, NV 89027"
2076_1,"Rocky Mountain Sleep Disorders Center, INC","580 Pronghorn Trail Suite A, Bozeman, MT 59718"
2081_1,VA Caribbean Healthcare System Sleep,"10 Casia Street  Medicine (111), San Juan, PR 00921"
2084_1,Puerto Rico Sleep Centers,"400 Avenue F.D. Roosevelt Clinca Las Americas Suite 409, San Juan, PR 00918"
2086_1,Centro Desordenes De Sue?o,"Ponce De León Avenue, Stop 37?, Hato Rey, PR 00919"
2090_2,Hi-Line Sleep Disorders Center,"30 13th Street W, Havre, MT 59501"
2092_1,Zeeba Sleep Center Clifford J. Molin MD,"Suite 250, Las Vegas, NV 89129-5112"
2093_2,Montana VA Sleep Disorders Center,"3687 Veterans Drive, P.O. Box 1500, Fort Harrison, MT 59636-1500"
2094_1,St. Peter’s Health Sleep Center,"2475 Broadway, Helena, MT 59601"
2096_1,Rocky Mountain Sleep Disorders Center Inc.,"1917 4th Street S, Great Falls, MT 59405"
2097_1,Rocky Mountain Sleep Disorders Center,"800 W Platinum Street, Suite F, Butte, MT 59701-2237"
2098_1,St. Luke's Magic Valley Sleep Institute,"450 Falls Avenue Suite 202, Twin Falls, ID 83301"
2101_1,North Canyon Medical Center Sleep Lab,"2167 Village Park Avenue, Suite 200, Twin Falls, ID 83301"
2101_2,North Canyon Medical Center Sleep Lab,"15 W. Galena Street, Hailey, ID 83333"
2101_3,North Canyon Medical Center Sleep Lab,"718 Highway 30, Buhl, ID 83316"
2101_5,North Canyon Medical Center Sleep Lab,"491 Heritage Drive, Jerome, ID 83338"
2102_1,Northeastern Nevada Regional Hospital Sleep Medicine Program,"2001 Errecart Boulevard, Elko, Nevada 89801"
2103_1,Logan Health Sleep Lab - Conrad,"805 Sunset Boulevard, Conrad, MT 59425"
2104_1,Eisenhower Health Sleep Center,"41900 Cook Street, Suite 102A, Palm Desert, CA 92211"
2107_1,"Sleep Medicine Institute, Elmore","895 North 6th Street, East, Mountain Home, ID 83647"
2108_1,Bitterroot Health Sleep Center,"1200 Westwood Drive, Hamilton, MT 59840"
2109_1,Hemacinto Sleep,"343 E. Main Street,  Suite 106 San Jacinto, CA 92583"
2112_1,Nadi Sleep Solutions,"330 S. Magnolia Avenue 302, El Cajon, CA 92020"
2115_1,Complete Sleep Solutions,"39755 Date Street, Suite 101, Murrieta, CA 92563"
2117_1,High Desert Sleep Disorder Center,"16017 Tuscola Road Suite C, Apple Valley, CA 92307"
2118_1,LLUMC Sleep Disorders Center,"11360 Mountain View Avenue, Hartford Building, Suite D, Loma Linda, CA 92354"
2119_1,Southern California Sleep Clinic,"655 Euclid Avenue 206, National City, CA 91950"
2120_1,Rady Children's Hospital Center for Healthy Sleep,"3020 Children's Way, San Diego, CA 92123"
2123_2,"San Diego Sleep Center, LLC","1011 Devonshire Drive E, Encinitas, CA 92024"
2125_1,Sleep Medicine Institute- Boise,"190 E. Bannock Street, Boise, ID 83712"
2132_1,St. Luke's Sleep Medicine Institute,"520 S. Eagle Road, Meridian, ID 83642"
2135_1,Pomona Valley Hospital Adult and Children's Sleep Disorders Center,"1798 N. Garey Avenue, Pomona, CA 91767"
2135_2,Pomona Valley Hospital Adult and Children's Sleep Disorders Center,"1601 Monte Vista Avenue 270, Claremont, CA 91711"
2137_1,CHOC Children's at Mission Hospital Sleep Center,"27700 Medical Center Road, Mission Viejo, CA 92691"
2138_1,Mission Sleep Disorders Institute,"26800 Crown Valley Parkway Suite 215, Mission Viejo, CA 92691"
2140_1,George K Shahinian M.D. DBA Saddleback Pulmonary Associates and Saddleback Sleep Center,"11 Mareblu, Suite 200, Aliso Viejo, CA 92656"
2140_2,George K Shahinian M.D. DBA Saddleback Pulmonary Associates and Saddleback Sleep Center,"31852 Coast Highway, Suite 201, Laguna Beach, CA 92651"
2142_1,PACIFIC PULMONARY MEDICAL GROUP - IRVINE,"4 Hughes, Suite 100, Irvine, CA 92618"
2146_1,St. Luke's Sleep Medicine Institute - McCall,"1000 State Street, McCall, ID 83638"
2147_1,St. Joseph Hospital Sleep Disorders Center,"1100 W. Stewart Drive Sister Elizabeth Building, 2nd Floor, Orange, CA 92868"
2148_1,CHOC Children's Sleep Center,"1201 W. La Veta Avenue, Orange, CA 92868-3874"
2148_2,CHOC Children's Sleep Center,"530 South Main Street Suite 100, Orange, CA 92868"
2150_1,Judy and Richard Voltmer Sleep Center,"510 Superior Avenue, Newport Beach, CA 92663"
2152_1,Humboldt General Hospital Sleep Disorders Program,"118 E Haskell Street, Winnemucca, NV 89445"
2156_1,Ontario Sleep Clinic,"435 The Boardwalk, Unit Suite 202 Waterloo, ON N2T 0C2"
2157_1,Good Night Sleep Clinic,"520 S Virgil Avenue Suite 307, Los Angeles, CA 90020"
2158_1,Children's Hospital Los Angeles Sleep Center,"4650 W Sunset Boulevard D7-45, Los Angeles, CA 90027"
2159_1,Sleep Medicine,"1505 N Edgemont 4th Floor, Los Angeles, CA 90027"
2162_1,Torrance Memorial Sleep Disorders Center,"3333 Skypark Drive 120, Torrance, CA 90505"
2164_1,Olive View-UCLA Sleep Medicine Center,"14445 Olive View Drive 5D110, Sylmar, CA 91342"
2165_1,UCLA Sleep Disorders Center,"10833 LeConte Avenue BE-216, Los Angeles, CA 90095"
2167_1,Banner Churchill Community Hospital Sleep Disorders Program,"801 East Williams Avenue, Fallon, NV 89406"
2168_2,"Southern California Pulmonary & Sleep Disorders Medical Center, Inc.","317 S. Moorpark Road, Thousand Oaks, CA 91361"
2170_1,Cabinet Peaks Medical Center Sleep Center,"350 Louisiana Avenue, Libby, MT 59923"
2171_1,Sleep Disorders Center,"1851 Holser Walk Suite 210, Oxnard, CA 93036"
2172_1,Kaweah Health Sleep Center,"126 S. Floral Avenue, Visalia, CA 93291"
2174_1,Lion Sleep Center,"1066 N. Cherry Street, Tulare, CA 93724"
2175_1,St. Joseph Regional Medical Center Sleep Disorder Center,"1250 Idaho Street, Suite A, Lewiston, ID 83501"
2176_1,Tri-State Memorial Hospital Sleep Diagnostic Services,"1119 Highland Avenue, Suite 8, Clarkston, WA 99403"
2177_1,Saint Alphonsus Sleep Disorders Center - Baker City,"3325 Pocahontas Road, Baker City, OR 97814"
2179_1,Pullman Regional Hospital,"835 SE Bishop Boulevard, Pullman, WA 99163"
2182_1,Inspire Health Medical Group,"2335 E. Kashian Lane, Suite 240, Fresno, CA 93701"
2182_3,Inspire Health Medical Group,"2210 E. Illinois Avenue, Suite 401, Fresno, CA 93701"
2182_4,Inspire Health Medical Group,"2210 E. Illinois Avenue, Suite 301, Fresno, CA 93701"
2182_5,Inspire Health Medical Group,"604 N. Magnolia Avenue, Suite 100, Clovis, CA 93611"
2182_6,Inspire Health Medical Group,"2210 E. Illinois Avenue, Suite 408, Fresno, CA 93701"
2182_7,Inspire Health Medical Group,"1247 E. Alluvial Avenue, Suite 101, Fresno, CA 93720"
2182_8,Inspire Health Medical Group,"7085 N. Chestnut Avenue, Suite 101, Fresno, CA 93720"
2182_9,Inspire Health Medical Group,"6733 N. Willow Avenue, Suite 107, Fresno, CA 93710"
2183_1,Valley Sleep And Wellness Center,"1660 E Herndon Avenue, Suite 102, Fresno, CA 93720"
2186_1,Valley Sleep Diagnostics Inc.,"7455 N Fresno Street, Suite 301, Fresno, CA 93720"
2187_1,Carson Valley Medical Center Sleep Medicine Program,"1516 Virginia Ranch Road, Gardnerville, NV 89410"
2189_1,Grand Ronde Sleep Lab,"701 Sunset Drive, La Grande, OR 97850"
2190_5,Northwest Specialty Hospital Diagnostic Sleep Center,"1593 East Polston Avenue, Post Falls, ID 83854"
2192_1,Santa Barbara Sleep Clinic,"5333 Hollister Avenue, Suite 225, Santa Barbara, CA 93111"
2193_1,Renown Medical Group Sleep Center,"990 Caughlin Crossing Building A, Reno, NV 89519"
2194_1,Barton Sleep Studies Lab,"2170 South Avenue, South Lake Tahoe, CA 96150"
2195_1,Aspen Sleep Centers,"12410 E Sinto Avenue Suite A, Spokane Valley, WA 99216-2280"
2196_1,Providence Sleep Center At Providence St. Lukes Rehabilitation Medical Center,"711 S Cowley Street, Spokane, WA 99202"
2197_1,Deaconess Sleep Center,"800 W. 5th Avenue, Spokane, WA 99206"
2199_1,California Sleep Center,"3389 G Street Suite C, Merced, CA 95340"
2200_1,St. Anthony Hospital Sleep Disorders Lab,"2801 St. Anthony Way, Pendleton, OR 97801"
2203_1,California Sleep Center,"3389 G Street Suite B, Merced, CA 95340"
2203_2,California Sleep Center,"1801 Colorado Avenue Suite 220, Turlock, CA 95382"
2204_1,Lake Health District Sleep Lab,"700 South J Street, Lakeview, OR 97630"
2208_1,Providence Mount Carmel Hospital Sleep Disorders Center,"928 E. Columbia, Colville, WA 99114"
2209_1,Richland Sleep Disorders Center/ DBA/ Tri-Cities Sleep Disorders Center,"7233 West Deschutes Avenue Suite A, Kennewick, WA 99336"
2211_1,Odessa Memorial Healthcare Sleep Center,"502 East Amende Drive, Odessa, WA 99159"
2214_1,Pacific Sleep Disorders Center - Lodi,"1930 Tienda Drive, Suite 202, Lodi, CA 95242"
2216_1,Pacific Sleep Disorders Center - Tracy,"435 W. Beverly Place, Tracy, CA 95376"
2220_1,Central Washington Sleep Diagnostic Center,"603 North Mission Street, Wenatchee, WA 98801"
2220_2,Central Washington Sleep Diagnostic Center,"2323 W Broadway Avenue, Suite 4, Moses Lake, WA 98837"
2220_3,Central Washington Sleep Diagnostic Center,"520 Indian Avenue West, Brewster, WA 98812"
2221_4,South County Sleep Disorders - Morgan Hill,"18181 Butterfield Boulevard, Morgan Hill, CA 95037"
2224_1,Astria Sunnyside Hospital Sleep Center,"1013 E. Edison Avenue, Sunnyside, WA 98944"
2224_2,Astria Sunnyside Hospital Sleep Center,"2705 E. Lincoln Avenue, Suite C, Sunnyside, WA 98944"
2224_3,Astria Sunnyside Hospital Sleep Center,"803 E. Lincoln Avenue, Sunnyside, WA 98944"
2225_1,Sleep Health MD,"150 Carnation Drive, Suite 4, Freedom, CA 95019"
2226_1,Sleep Health MD,"101 Wilson Road, Suite D, Monterey, CA 93940"
2227_1,Sleep Disorders Center,"2 Upper Ragsdale Drive D-220, Monterey, CA 93940"
2231_1,Comprehensive Sleep Center,"995 Montague Expressway, Suite 218, Milpitas CA 95035"
2234_1,South County Sleep Disorders Medical Center,"2520 Samaritan Drive Suite 104A, San Jose, CA 95124"
2241_1,Sutter Bay Medical Foundation (dba Palo Alto Medical Foundation) Sleep Disorders Center - Sunnyvale,"1309 S. Mary Avenue Suite 200, Sunnyvale, CA 94087"
2242_1,Bay Sleep Clinic,"50 Oak Lane, Mountain View, CA 94040"
2245_1,St Charles Sleep Center - Redmond,"655 NW Jackpine Avenue, Redmond, OR 97756"
2246_1,Summit Health Sleep Lab,"13000 Southwest Century Drive, Bend, OR 97702"
2246_2,Summit Health Sleep Lab,"2090 Northeast Wyatt Court Suite 101, Bend, OR 97701"
2246_3,Summit Health Sleep Lab,"The Center, 333 NW Larch Avenue, Redmond, OR 97756"
2246_6,Summit Health Sleep Lab,"1501 NE Medical Center Drive, Bend, OR 97701"
2246_7,Summit Health Sleep Lab,"1245 Northwest 4th Street Suite 102, Redmond, OR 97756"
2246_8,Summit Health Sleep Lab,"Summit Health Ã¢€“ Redmond Specialty, 1001 NW Canal Boulevard Suite A, Redmond, OR 97756"
2246_9,Summit Health Sleep Lab,"231 East Cascade Avenue, Sisters, OR 97759"
2246_10,Summit Health Sleep Lab,"57067 Beaver Drive, Sunriver, OR 97707"
2248_1,Sleep Medicine-Stanford Healthcare,"450 Broadway, Pavilion B, 2nd. Floor, MC 5730. Redwood City, CA 94063"
2251_1,UCSF Benioff Childrens Hospital Oakland,"747 52nd Street, Oakland, CA 94609"
2252_1,"Central Washington Sleep Diagnostic Center, PLLC","6614 E. Main Avenue, Spokane Valley, WA 99212"
2253_1,North Valley Hospital Sleep Center,"126 S. Whitcomb Avenue, Tonasket, WA 98855"
2253_2,North Valley Hospital Sleep Center,"1417 Main Street, Oroville, WA 98844"
2253_3,North Valley Hospital Sleep Center,"203 S. Western Avenue, Tonasket, WA 98855"
2253_4,North Valley Hospital Sleep Center,"118 S. Whitcomb Avenue, Tonasket, WA 98855"
2253_5,North Valley Hospital Sleep Center,"22 W. First Street, Tonasket, WA 98855"
2258_2,UCSF Sleep Disorders Center,"1600 Divisadero Street, San Francisco, CA 94115"
2260_1,Mid-Columbia Medical Center,"551 Lone Pine Boulevard 300, The Dalles, OR 97058"
2262_1,Jiva Health Sleep Center,"1145 Whiskeytown Court, Redding, CA 96001"
2263_1,Redwood Sleep Center,"1615 Hill Street, Suite 16, Novato, CA 94947"
2264_1,Santa Rosa Sleep Center,"3633 Montgomery Drive, Santa Rosa, CA 95404"
2264_2,Santa Rosa Sleep Center,"3867 Montgomery Drive, Santa Rosa, CA 95405"
2274_1,Mt Scott Sleep Medicine,"9280 SE Sunnybrook Boulevard 300, Clackamas, OR 97015"
2275_1,Sleep Disorders Center,"10201 SE Main Street, Suite 29, Portland, OR 97216"
2276_2,The Oregon Clinic- Sleep Medicine,"9427 SW Barnes Road, Suite 296, Portland, OR 97225"
2279_1,Vancouver Sleep Center,"2101 NE 139th Street, Suite 285, Vancouver, WA 98686"
2280_1,PeaceHealth Medical Group Sleep Center,"400 NE Mother Joseph Place, Vancouver, WA 98664"
2282_1,Arbor Health Sleep Center,"521 Adams Avenue, Morton, WA 98356"
2283_1,Oregon Health & Science Sleep Disorders Program,"2115 SW River Parkway Suite 528, Portland, OR 97201"
2289_1,Vancouver Sleep Center - Salmon Creek,"12405 SE 2nd Circle, Vancouver, WA 98684"
2295_1,Swedish Sleep Medicine - Issaquah,"751 NE Blakely Drive, Issaquah, WA 98029"
2296_2,Salem Health Sleep Center,"875 Oak Street SE 3060, Salem, OR 97309"
2297_1,"Salem Pulmonary Associates, P.C.","801 Mission Street SE Suite 1, Salem, OR 97302-6217"
2299_1,The Oregon Clinic- Sleep Medicine,"19250 SW 90th Avenue, Tualatin, OR 97062"
2299_2,The Oregon Clinic- Sleep Medicine,"1130 Molalla Avenue, Oregon City, OR 97045"
2299_3,The Oregon Clinic- Sleep Medicine,"1508 Division Street, Suite 15, Oregon City, OR 97045"
2302_1,MultiCare Sleep Lab at South Hill,"16515 Meridian E Suite 110B, Puyallup, WA 98375"
2303_1,Multicare Auburn Sleep Medicine Center,"121 N. Division Street, Suite 300, Auburn, WA 98001"
2305_1,Swedish Sleep Medicine - Redmond,"18100 NE Union Hill Road Suite 320, Redmond, WA 98052"
2306_1,Sleep Center at Valley Medical Center,"400 S. 43rd Street, Renton, WA 98055"
2309_1,Overlake Clinics Sleep Medicine,"1100 112th Avenue NE, Suite 320 320, Bellevue, WA 98004"
2317_1,University of Washington Medicine Sleep Center at Harborview,"401 Broadway, Seattle, WA 98122"
2320_1,The Center for Sleep Disorders/Peacehealth,"1515 Village Drive, Cottage Grove, OR 97424"
2320_2,The Center for Sleep Disorders/Peacehealth,"1117 Spring Street, Friday Harbor, WA 98250"
2320_3,The Center for Sleep Disorders/Peacehealth,"1615 Delaware Street, Longview, WA 98632"
2320_4,The Center for Sleep Disorders/Peacehealth,"3333 RiverBend Drive, Springfield, OR 97477"
2320_5,The Center for Sleep Disorders/Peacehealth,"400 9th Street, Florence, OR 97439"
2320_6,The Center for Sleep Disorders/Peacehealth,"3100 Tongass Avenue, Ketchikan, AK 99901"
2322_1,Providence Sleep Health Institute,"900 Pacific Avenue 2nd Floor, Everett, WA 98201"
2323_1,Sleep Disorders Center,"2367 23rd Street, Eureka, CA 95501"
2324_1,Swedish Edmonds Sleep Center,"7320- 216th Street SW Suite 40, Edmonds, WA 98026"
